artist,album,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Mannan Shaah,Commando 3,Akhiyaan Milavanga,3Nb0sHsDac1jX6nO8tA4Nf,49,0.326,0.6,3,-5.882,1,0.106,0.738,3.98e-06,0.0677,0.475,193.126,302319,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Conflict on the Seas,4toX1NCWHI7CFQXG0PfkH5,31,0.208,0.674,2,-12.896,1,0.0391,0.788,0.898,0.127,0.036,67.977,184042,4,1
Shankar-Ehsaan-Loy,Dil Chahta Hai,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,52,0.813,0.554,10,-9.105,1,0.04,0.0906,1.23e-06,0.0629,0.782,103.953,310080,4,1
G. V. Prakash,Endukante Premanta,Nee Choopule,2FPYJZygSLhD9RdPvEnBha,38,0.573,0.35,2,-8.126,1,0.026,0.262,1.75e-05,0.0976,0.0386,90.925,360000,4,1
Sachin-Jigar,Shor in the City (Original Motion Picture Soundtrack),Saibo,6udC4b4jOSnHb9ItnXgKLR,64,0.619,0.428,2,-7.867,1,0.0281,0.736,1.27e-05,0.136,0.542,90.056,195253,4,0
Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Deewana Hai Dekho,1CK7tnXhsr0Br5ZzbZdBzh,47,0.776,0.792,7,-5.619,1,0.18,0.167,1.96e-06,0.13,0.588,102.988,345267,4,0
A.R. Rahman,Jaane Tu... Ya Jaane Na,Nazrein Milaana Nazrein Churaana,3wnahgmj1q8YvjkoXTLG8c,44,0.751,0.54,9,-7.942,1,0.0753,0.103,0.000224,0.102,0.9,110.015,234858,4,1
Shankar-Ehsaan-Loy,Zindagi Na Milegi Dobara,Sooraj Ki Baahon Mein,723xQva0yBF7M6K3nDAG8R,56,0.855,0.553,11,-6.52,1,0.0331,0.19,5.19e-06,0.0942,0.874,124.922,202919,4,0
Darshan Raval,"Chogada (From ""Loveyatri"")","Chogada (From ""Loveyatri"")",4ymPEyiXabTe1NO8q8EFxG,61,0.359,0.972,7,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,249742,4,1
Ten Second Songs,"Ten Second Songs, Vol. 1",No Time to Die Cornell,2MQIV8376Oylhqbcjuxbk0,32,0.574,0.271,4,-9.876,0,0.0275,0.357,0,0.115,0.0782,85.013,203896,4,0
Godsmack,When Legends Rise,Under Your Scars,7rPHHJMqOpJyf3raEuI5o9,56,0.25,0.765,11,-4.154,0,0.0414,0.0618,2.39e-06,0.118,0.219,165.207,231118,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Ariadnes's Fate,0DWY4smoUO9JI3IOhOATe1,26,0.464,0.545,7,-14.875,1,0.0344,0.731,0.767,0.121,0.101,155.987,57975,3,1
Pritam,Tum Mile (Original Motion Picture Soundtrack),Dil Ibaadat,3Kl8p2PxVf8eAayLwTxOIm,59,0.59,0.859,2,-5.005,0,0.0416,0.633,0,0.286,0.634,149.966,329387,4,0
Rochak Kohli,Aiyaary,Yaad Hai,5j815QNPbEq3e9Ciob41CA,43,0.403,0.311,2,-9.797,1,0.0299,0.93,5.37e-05,0.0961,0.17,139.485,320142,3,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Ash Hills,7MInrCoq82iBsG3pKhJTjr,26,0.163,0.0484,2,-26.266,0,0.0377,0.769,0.88,0.122,0.0378,140.224,99252,4,1
Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Shayad - Reprise,2L2YNB3YIletW4fUtwphDv,53,0.432,0.536,8,-7.34,1,0.032,0.904,0.000626,0.102,0.324,135.837,245735,4,1
Krsna Solo,Tanu Weds Manu,Sadi Gali,1tEto4JrqNmBZFH5uAiYqb,64,0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,264900,4,0
Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Yeh Dooriyan,6L4QbsQrP9ZiZdz9SfOSGV,58,0.615,0.568,7,-7.839,0,0.0304,0.695,0.054,0.0964,0.317,109.987,241636,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Valley of the Two Kings,54aEXplhvi4M0FQlptI57I,29,0.258,0.113,2,-14.494,1,0.0377,0.894,0.405,0.118,0.106,95.984,94689,3,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),"Pirates, Thugs, and Bandits",463Hlne9QzasVYgPlqDdTe,33,0.716,0.412,9,-12.393,1,0.0394,0.32,0.711,0.283,0.475,140.01,273983,4,1
Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",3qrdLVOClRU4yPkcXZ7c5u,68,0.701,0.638,6,-3.711,1,0.302,0.492,0,0.153,0.813,177.867,132158,4,0
A.R. Rahman,Delhi-6,Dilli - 6,7pJlOw7kYWSP2Ai4uPYYZT,44,0.64,0.468,2,-8.056,1,0.0861,0.00528,1.13e-05,0.138,0.332,176.034,214282,4,0
Evol Intent,Amazing Friends,Broken Sword,5YJIHyYOLHhxSNXaEQta4c,0,0.351,0.999,1,-3.208,1,0.0874,0.000253,0.835,0.301,0.34,114.711,361693,5,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),The Shores of Megaris,5E2Z8jc4E9n23mliW0xOYz,34,0.548,0.189,11,-15.105,0,0.0434,0.669,0.173,0.0917,0.0365,111.351,97929,4,1
Shreya Ghoshal,"Rozana (From ""Naam Shabana"")",Rozana,1mYcukuz7uow0wc7DmPXHU,55,0.434,0.378,8,-8.7,1,0.029,0.766,0.000136,0.115,0.291,92.982,274202,4,1
Silk Route,Boondein,Dooba Dooba,61IEe4ujPKOU7OIyubydfz,46,0.716,0.562,5,-8.741,1,0.0315,0.529,0.000133,0.0928,0.533,105.004,303020,4,1
Shraddha Kapoor,Best Of Shraddha Kapoor,"Banjaara (From ""Ek Villain"")",2S6N9pbnkhQRyAx80HmF79,52,0.657,0.489,1,-6.829,0,0.0306,0.713,0,0.124,0.399,116.0,336567,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Kydonia,4qgEJdX67TCSEiaz3ZrYmg,29,0.62,0.36,9,-13.935,0,0.0422,0.702,0.956,0.111,0.17,123.995,59700,3,1
Arijit Singh,"Dua Karo (From ""Street Dancer 3D"")","Dua Karo (From ""Street Dancer 3D"")",5zEx8v8GJKoTx55zGeq8me,52,0.463,0.828,0,-4.605,0,0.0857,0.124,0,0.141,0.335,170.081,269382,4,0
Diljit Dosanjh,Con.Fi.Den.Tial,High End,5dUpL1UYXkjXqf55FrBLgr,52,0.712,0.719,2,-5.83,1,0.0774,0.152,7.25e-05,0.0589,0.493,82.05,176671,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Forgotten Isle,64k7ZXuJr06WR1dFhjopAT,27,0.386,0.0526,9,-27.91,0,0.031,0.697,0.934,0.109,0.0752,79.93,118221,3,1
Shraddha Kapoor,Best Of Shraddha Kapoor,"Banjaara (From ""Ek Villain"")",2S6N9pbnkhQRyAx80HmF79,52,0.657,0.489,1,-6.829,0,0.0306,0.713,0,0.124,0.399,116.0,336567,4,0
Breaking Benjamin,Phobia (Clean Version),The Diary of Jane - Single Version,0faXHILILebCGnJBPU6KJJ,73,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4,1
Various Artists,Kabir Singh,Tujhe Kitna Chahein Aur (Film Version),0mHU8dcIvGrGDazLMmQpSg,62,0.36,0.25,11,-9.506,1,0.0341,0.603,0,0.0915,0.293,145.045,276245,4,1
Arijit Singh,Love Dose Arijit Singh,"Mast Magan (From ""2 States)",5bVmOD7UKfP2iLFUGMtdnS,39,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,280161,4,0
Juvenile,Reality Check (Amended U.S. Version),Sets Go Up (feat. Wacko),7aYgaUAP12qRQmqcyXnBzo,44,0.713,0.909,1,-5.097,1,0.23,0.0954,5.8e-05,0.0836,0.503,130.941,251867,5,0
Ram Sampath,Fukrey,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,55,0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,248182,4,0
Palak Muchhal,2016 Shinning Star - Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",5b7u3idwfY2LyqMQlCwscm,54,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,241449,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Legend of the Eagle Bearer (Main Theme),5wNLSF0W0NZyu9eRpufdqn,49,0.536,0.566,7,-12.088,1,0.0333,0.163,0.691,0.0706,0.0936,114.985,233453,4,1
Amit Trivedi,Andhadhun,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,63,0.845,0.659,9,-6.348,1,0.0373,0.159,0.0129,0.0782,0.547,125.965,210952,4,1
Armaan Malik,"Dil Mein Ho Tum (From ""Cheat India"")","Dil Mein Ho Tum (From ""Cheat India"")",1mjWhM7GQTTxJxg2F0iCRS,58,0.608,0.653,8,-7.573,0,0.0427,0.507,0.000243,0.107,0.423,86.933,326765,4,0
Shinedown,ATTENTION ATTENTION,MONSTERS,1qAuIPMALdFtGv2Ymjy5l0,67,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,248373,4,1
Shankar-Ehsaan-Loy,Zindagi Na Milegi Dobara,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,55,0.701,0.681,9,-6.442,1,0.0466,0.134,0,0.064,0.81,122.539,229576,4,0
Pritam,Jab We Met,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,65,0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.007,321225,4,1
Ram Sampath,Fukrey,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,55,0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,248182,4,1
Various Artists,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Buddhu Sa Mann,1dxbiVeiV7nQ2V9qXnhJiB,59,0.644,0.87,10,-4.816,1,0.0394,0.193,0,0.549,0.702,125.998,206858,4,0
Rajesh Roshan,Kites,Zindagi Do Pal Ki,3s6H6UW7yPu2rsF8CGki60,49,0.678,0.771,6,-2.849,1,0.0266,0.0277,0.00253,0.149,0.462,105.976,253200,4,0
Various Artists,Luka Chuppi,Duniyaa,14cceH4q4ME5ywqe2DbFGs,52,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,222501,4,1
Various Artists,Raabta,Ik Vaari Aa (Jubin Version),5DgwplsDLjLqLyQ6aarz1Q,49,0.511,0.829,7,-5.661,1,0.0386,0.234,0,0.338,0.423,127.893,274476,4,0
Disturbed,Ten Thousand Fists,Decadence,0jY829pCMnstlNtaE72vSB,59,0.454,0.968,8,-3.457,1,0.19,5.77e-05,0.0916,0.0668,0.291,92.042,204787,4,1
Various Artists,Kabir Singh,Tujhe Kitna Chahne Lage,5QtEFRYavs5S3GHtFEq7A4,66,0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,284780,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),The Messara Plain,58hGxTFNPOv9DpYSWREqVr,27,0.211,0.0635,7,-24.35,0,0.043,0.945,0.908,0.132,0.034,133.786,111071,5,1
Amit Trivedi,Dear Zindagi (Original Motion Picture Soundtrack),Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,58,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019,232505,4,0
A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Khalbali,6sXzqMagXtWvSOI9nNc4UD,47,0.789,0.707,7,-7.973,1,0.109,0.0237,0,0.177,0.605,97.015,379227,4,0
Shankar-Ehsaan-Loy,Dil Dhadakne Do,Dil Dhadakne Do,3MzNYNwL7I4dhG4sa1VkK1,40,0.683,0.881,10,-3.943,0,0.0858,0.0211,0,0.114,0.792,159.942,228375,4,0
Vishal-Shekhar,Sultan (Original),Bulleya,3tgdOveYac7YMEAQD9sGLf,52,0.675,0.579,4,-11.976,1,0.0308,0.369,3.38e-06,0.118,0.724,97.01,357068,4,1
Disturbed,Ten Thousand Fists,Ten Thousand Fists,5hkgrWxkobGtg30I7DsfVu,64,0.54,0.977,1,-3.409,1,0.0878,2.55e-05,0.0553,0.0533,0.211,106.911,212040,4,1
A.R. Rahman,Swades,Yun Hi Chala Chal,3GrTI5vAoDD3VE24VTBJAc,50,0.822,0.687,9,-8.167,1,0.0421,0.0593,0,0.0609,0.816,106.47,446987,4,1
Saving Abel,Saving Abel,Addicted,3pxCXv0NACYfYnLjFcQW5D,68,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,222827,4,1
Vishal-Shekhar,Om Shanti Om,Main Agar Kahoon,0iXLwnLmLwn9y54JtBTNxY,59,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158,3,1
Various Artists,Kabir Singh,Tera Ban Jaunga,3oWxFNsXstcancCR1wODR4,65,0.605,0.53,11,-6.346,1,0.0246,0.822,0,0.131,0.399,93.951,236437,4,0
Various Artists,Ravishing Deepika,Nagada Sang Dhol,1tlDOttHVIHtJKJazVz0Ho,44,0.743,0.921,3,-5.007,0,0.14,0.29,0.0068,0.0402,0.674,113.284,273256,3,0
Bullet For My Valentine,Hand Of Blood,Hand Of Blood,5JWDt4NZNiZQR8iMenaa7h,50,0.375,0.985,8,-2.754,1,0.0936,0.000246,0,0.07,0.455,94.468,217453,4,0
Theory of a Deadman,Scars & Souvenirs (Special Edition),All or Nothing,2ejt6exJRE2bXPfp37Xi8w,54,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,210560,4,1
Yo Yo Honey Singh,Yo Yo Honey Singh Is Back,"Yaar Naa Miley (From ""Kick"")",0qzuXwxORXTwSsBU2aJGj5,47,0.663,0.938,0,-2.894,0,0.0335,0.0102,9.01e-06,0.75,0.551,127.988,243206,4,0
Neha Kakkar,Best Of Neha Kakkar,"London Thumakda (From ""Queen"")",1VY2incfH4TLT9PCbot6lj,49,0.835,0.718,0,-6.614,1,0.0816,0.363,0.000919,0.0625,0.64,139.968,230468,4,0
Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Ae Dil Hai Mushkil Title Track,1UWacd8x8tPPwmrPB1MoBI,62,0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,269032,4,1
Pritam,Yeh Jawaani Hai Deewani,Balam Pichkari,18e3XXYCv4Tx8uUl1mP3CN,58,0.732,0.944,0,-4.115,1,0.09,0.209,0,0.403,0.957,120.019,288903,4,0
Theory of a Deadman,Say Nothing,World Keeps Spinning,62CoqBSo6NUdiQQTIKQQAM,55,0.552,0.835,11,-4.848,1,0.0384,0.0392,0,0.0989,0.335,75.015,214604,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Markos,7k3O9BbpNPzf8AGC2LL58h,31,0.844,0.162,0,-15.155,1,0.157,0.846,0.526,0.0889,0.394,105.019,52190,3,1
Shankar-Ehsaan-Loy,Best of SEL,"Kya Karoon? (From ""Wake Up Sid "")",1FRcg84SSGxJTsIR16z4AU,40,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,236160,4,0
Amit Trivedi,Aisha (Original Motion Picture Soundtrack),Sham,5Q58RkKyUafm15Syxg79DW,60,0.722,0.288,4,-10.767,1,0.0444,0.827,1.06e-05,0.12,0.502,119.899,284627,4,0
Meet Bros.,Dream Girl,Ik Mulaqaat,17uI7afUaul1hCzMTF9txd,62,0.634,0.648,3,-6.781,0,0.0412,0.361,0,0.619,0.667,95.989,247812,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Guards of the Cult,0mOtiGJqQz9g9xMhAYZBcm,30,0.433,0.804,0,-11.978,1,0.0384,0.00523,0.87,0.325,0.128,159.984,207829,4,1
Amaal Mallik,Amaal Mallik &amp; Armaan Malik - Mtv Unplugged Season 7,Sab Tera Unplugged,6EYhB6w3JQQIrBZNMVjDyb,43,0.624,0.439,7,-11.537,1,0.0468,0.244,0,0.785,0.376,80.065,282871,4,0
Badshah,The Badshah of Party Hits,Kar Gayi Chull,3fPgIknlkDWXs1l2noKZbp,58,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,187711,4,1
Stone Sour,Come What(ever) May [10th Anniversary Edition],Through Glass - Acoustic; Live,2KzwC4HDRCiEdBIOOFMLib,47,0.571,0.613,3,-5.239,0,0.033,0.714,0,0.984,0.299,107.785,284304,4,1
A.R. Rahman,Jaane Tu... Ya Jaane Na,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,61,0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,218836,4,1
A.R. Rahman,Tamasha,Matargashti,5GeBgck1MU2tlIkMpsn8uT,54,0.792,0.63,0,-6.741,1,0.0682,0.102,0,0.0758,0.659,100.022,328052,4,0
Monty Sharma,Saawariya (Original Motion Picture Soundtrack),Jab Se Tere Naina,0gRNu9dVzi5aC87AI1empZ,57,0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,284573,4,1
A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Rang De Basanti,1SdFBc40uBU5Pqylo05VIC,49,0.848,0.925,7,-6.161,1,0.0767,0.054,0.104,0.209,0.69,105.006,363800,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Odyssey (Greek version),45NoLEWcDzE2DKvZoTRgJQ,44,0.467,0.0678,9,-17.152,1,0.0387,0.907,1.49e-06,0.123,0.0707,79.915,189237,4,1
Poets of the Fall,Carnival of Rust,Carnival of Rust,2DtPEKs3Pj7E06EoWW4vw8,56,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,262947,4,1
Shankar-Ehsaan-Loy,2 States,Locha-E-Ulfat,3V3QbgrOZKtFv5MXzAAdZr,47,0.705,0.74,0,-5.82,1,0.0505,0.0365,0,0.487,0.928,106.953,288462,4,0
Various Artists,Bareilly Ki Barfi,Nazm Nazm,1We89SAonMk70QBbfXERxa,63,0.62,0.627,7,-6.187,1,0.0307,0.497,0,0.133,0.557,82.008,226941,4,1
Hanif Shaikh,Paathshaala,Aye Khuda,1vgVsR5rkXGP4NmUcoroJH,49,0.656,0.762,9,-6.328,1,0.0315,0.549,0,0.139,0.558,110.002,280497,4,1
Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),Jab Mila Tu,6Sp7azay1NZU4wxlFacWCl,46,0.626,0.561,9,-6.644,0,0.0304,0.0482,0,0.304,0.794,167.916,251853,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),The Cult of Kosmos,2otV21KTxqlFIIyuB5fGKF,30,0.0987,0.247,0,-20.377,1,0.0402,0.778,0.96,0.108,0.0553,80.01,255610,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Mytilene,5GiVfjeCxtr7xdOKi9i6rR,26,0.355,0.269,3,-19.934,1,0.0354,0.735,0.878,0.102,0.0872,168.172,70797,4,1
Jatin-Lalit,Sangharsh,Mujhe Raat Din Bas,6Gk3mU3np8miLUtZjoIVCu,48,0.614,0.469,5,-13.124,1,0.0338,0.4,3.93e-06,0.102,0.657,118.169,311333,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Labyrinth of Lost Souls,1lXHaJmyib42vz2DhB1Lvo,26,0.177,0.27,6,-17.754,0,0.0369,0.398,0.899,0.109,0.0369,116.61,100789,5,1
Various Artists,Baar Baar Dekho (Original Motion Picture Soundtrack),Teri Khair Mangdi,3uHisD8WxXOYLaxeOl098L,60,0.718,0.58,2,-5.149,0,0.028,0.602,0,0.196,0.31,97.979,225274,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Phoibe the Orphan,0wIbnzMF62HpAjDmT7ds7b,35,0.68,0.0994,2,-17.079,0,0.0443,0.953,0.345,0.0958,0.171,140.149,69241,3,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Myrrine,64A1gRB8JoS9emRygU0xyg,35,0.44,0.152,9,-15.939,0,0.0284,0.871,0.886,0.121,0.237,172.044,151033,4,1
Amit Trivedi,Andhadhun,Aap Se Milkar,37RHlFBt2K25EgSsjkVVtz,42,0.86,0.617,11,-5.072,1,0.109,0.169,3.9e-05,0.0798,0.716,96.029,236875,4,0
Seether,Against The Wall (Acoustic Version),Against The Wall - Acoustic Version,7iHpX7m9owsqawBy008yvF,58,0.58,0.488,1,-10.585,1,0.0262,0.255,2.63e-05,0.108,0.13,131.998,206825,4,1
Suni Clay,Suni Clay,My Hood (Full Mix),1buitg9HpTppOpOvXVu6E9,45,0.677,0.936,0,-3.036,0,0.151,0.134,0,0.156,0.762,99.943,271413,4,1
The Prodigy,"Always Outnumbered, Never Outgunned",You'll Be Under My Wheels,0O0ZTzfty1pRwJj6Tvej0Y,36,0.672,0.944,4,-5.214,0,0.0761,0.0102,0.9,0.321,0.382,114.008,236973,4,0
Various Artists,Putumayo Presents Indian Groove,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,32,0.672,0.67,4,-7.257,0,0.0315,0.172,0.000198,0.197,0.533,98.032,239333,4,1
Ash King,"Nazar Na Lag Jaaye (From ""Stree"")","Nazar Na Lag Jaaye (From ""Stree"")",0cWLJcdvM6QlOQ7UJdB4jb,59,0.527,0.622,7,-8.172,0,0.0842,0.7,2.82e-06,0.126,0.672,173.709,206175,4,1
Arko,Gold,Naino Ne Baandhi,1rinwuHEJlACLuDxihAlCu,53,0.294,0.705,10,-7.302,1,0.0488,0.548,0,0.113,0.548,81.463,241894,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Enter the Animus,6uCtC6wL11arNjpqBuVOx5,33,0.553,0.433,7,-13.376,0,0.0315,0.392,0.828,0.11,0.178,100.008,111690,4,1
FamilyJules,The Only Thing They Fear Is You,The Only Thing They Fear Is You,7AYSl3u70hJ402o0u0gry5,56,0.468,0.969,4,-3.925,1,0.113,0.00107,0.967,0.0583,0.0619,103.016,254154,4,1
Arijit Singh,Best Of Arijit Singh - Revisited,"Sooraj Dooba Hain (From ""Roy"")",0zesdvhSoE3N2pjfcKTviI,35,0.616,0.75,2,-4.629,1,0.0594,0.172,0,0.137,0.434,128.051,264854,4,0
